iteration,pos_pearson,neg_pearson,pos_spearman,neg_spearman
0,0.6708502890212247,-0.6901490865478036,0.5282079293940601,-0.5570822695308448
1,0.6786699431171217,-0.7286388369588037,0.594352390872156,-0.6233453783167846
2,0.6910087939638517,-0.6933222421688228,0.5652471467655656,-0.5721163290680866
3,0.6806104884435557,-0.6701565982759353,0.5688176550552045,-0.5728907617611763
4,0.6981500154530611,-0.7244416684570916,0.649166007899893,-0.6140402394665478
5,0.676635893610533,-0.7039815135416587,0.6144131164774014,-0.6363868101570044
6,0.6823430764782823,-0.7068953293857685,0.6127287211603004,-0.5932581173290659
7,0.6458023130989767,-0.7247367776314154,0.5317395403142088,-0.5945945001059733
8,0.6752140568377156,-0.6908793533671616,0.6237472601369765,-0.5595525482361944
9,0.6905824885193681,-0.7166834068489149,0.6071918972281827,-0.5804277339996443
10,0.6670043319823258,-0.7197393519977491,0.6240750368199552,-0.5998335516202133
11,0.685877327908979,-0.739683408067322,0.6106018604063274,-0.5889176529958972
12,0.7035275590710104,-0.6906453014981642,0.5882350567706067,-0.6052875538421701
13,0.7061813006873146,-0.7324287237889189,0.6312204987401937,-0.6251035885381899
14,0.6723068207343268,-0.6728738866761603,0.6137663464073526,-0.5593980839633915
15,0.6792289567561517,-0.697675086554598,0.6224697419489509,-0.5906159431490018
16,0.6979860656803758,-0.7088907079282494,0.6208833339582791,-0.5814714814703219
17,0.7122310030078542,-0.7056153496945855,0.5922750974617171,-0.5730313202050215
18,0.7201969116624041,-0.709899686497995,0.6208902765318276,-0.6107694858550657
19,0.6983315659361398,-0.7246801521796434,0.648287617744308,-0.6273143669097351
20,0.7220244507655871,-0.7414878419895183,0.6116050246916489,-0.6153729740659198
21,0.6837915396341019,-0.7478691122535946,0.5978924587618236,-0.6336147812343382
22,0.6811224815132664,-0.7398232660445796,0.5913224172674659,-0.6098729852078738
23,0.6868050260708044,-0.7087368208007647,0.6339969984443413,-0.6153243853147308
24,0.6868912154744548,-0.708877665474752,0.5755985052152185,-0.5783793417628155
25,0.6916989175907494,-0.6955139373275692,0.5913906139611124,-0.5815135522106338
26,0.6893244555512956,-0.7173565341747802,0.6282130095324148,-0.627238466722327
27,0.7354069286445596,-0.7337135295499053,0.6540679082897765,-0.6360698708263872
28,0.668536506412772,-0.714302246120224,0.6013281465043051,-0.5810952438452957
29,0.7143337340719946,-0.7060448507813042,0.6304056853898738,-0.5623701578231869
30,0.710090671613748,-0.7454467929032931,0.6569355262292232,-0.5910260243309986
31,0.6555367591127912,-0.7181265655045668,0.6264110435729251,-0.588688271472191
32,0.6966326548288682,-0.6802448902183506,0.6767213767501409,-0.572846005466244
33,0.6571174204714173,-0.7035093898322671,0.5759302187041669,-0.5779330840688705
34,0.7015537027949308,-0.7001423892065516,0.6206443030436143,-0.5842394775132382
35,0.6786902816276377,-0.7230608907173532,0.5967413470738548,-0.6427204629415079
36,0.7023971666281386,-0.704596406906806,0.5892560092101689,-0.6042712128025431
37,0.6916284413692526,-0.7214512414151335,0.6108899565492917,-0.6269224132485222
38,0.6845305186011615,-0.683904756401472,0.6527097342943745,-0.5729905393996864
39,0.6728321214796933,-0.6826886355195095,0.670353289482043,-0.5730049972142408
40,0.6978036905422171,-0.6919665201295584,0.6357770235556118,-0.602464340118844
41,0.6691873155681798,-0.6986443725659359,0.6022803855268692,-0.5900537755301895
42,0.6833612487401628,-0.6889067252767893,0.6287538310644099,-0.5692640745609404
43,0.7011767345526709,-0.7004431001766858,0.6224210651178576,-0.5934742179912964
44,0.6562455729979079,-0.6788906233132275,0.618742688422837,-0.6061475672766832
45,0.6640890817956198,-0.7130460046219991,0.5915472009252097,-0.6206679961476262
46,0.6989525046927164,-0.7120074679804764,0.632079793857997,-0.6004418197027243
47,0.7031393347945385,-0.7076493894879764,0.6157819366634729,-0.6006884866406612
48,0.6646078527719594,-0.6758440212373513,0.5996108572960397,-0.5831521181735557
49,0.6985933963044284,-0.7155753798083946,0.6131597661010988,-0.6133985399299806
50,0.6723052452695493,-0.7172123101460539,0.6288567083696381,-0.651520928747773
51,0.7205724992545147,-0.7121767950649096,0.6382717274243604,-0.5954408050801863
52,0.6715198011001304,-0.7013626921930078,0.6091470207993868,-0.5990311151176071
53,0.6907032465613929,-0.7147863667282888,0.6256627175099497,-0.6021566199045212
54,0.6810089783399549,-0.7115045659146777,0.6036363341341455,-0.5624842059994896
55,0.7151413697182535,-0.6894464428060667,0.622131767064496,-0.5788068217030129
56,0.6811870199402899,-0.688131777992049,0.5865763397009828,-0.5642922329847095
57,0.6574334581833569,-0.6989539223093207,0.6177558479302383,-0.6043252231157418
58,0.6629311375687412,-0.695646149733167,0.5805310814414196,-0.6107864433049256
59,0.687008489670079,-0.7145683228274256,0.5999865181672226,-0.6176991719552519
60,0.6808456201609274,-0.7238077137267837,0.5975835064989992,-0.6142264803430014
61,0.6960709979128588,-0.6790488427622647,0.6095069074221632,-0.5973501057167921
62,0.7064719666768668,-0.7298294077412775,0.6335391975366766,-0.6179539915191881
63,0.6885970123272986,-0.7069397706279985,0.6466595238411514,-0.5964263774756401
64,0.6948487958381806,-0.703008013932457,0.6478081518001523,-0.646238128140388
65,0.685550792563411,-0.7216008580002746,0.666007245992191,-0.652419405784663
66,0.6918409015294711,-0.7319500646825072,0.64126358108706,-0.6329898517859359
67,0.6346504618979816,-0.7121960379005932,0.5641765384001972,-0.6015091014654572
68,0.6893625452382276,-0.7050645851957746,0.6266815771423953,-0.62083272147595
69,0.6838618256246943,-0.7451543166817245,0.6359789359639993,-0.6086766256352326
70,0.6444445825228717,-0.7090695506657573,0.5999588320993321,-0.628101387912233
71,0.6653423636347315,-0.701926036268882,0.6299749140586798,-0.614248048426015
72,0.6951902112805044,-0.6979004694213451,0.6471404664587274,-0.5879068474551319
73,0.6533008584538785,-0.7348144389007623,0.6427416380026117,-0.6241482352270785
74,0.7049828160912474,-0.708473484588207,0.6089069345942887,-0.5984393436217819
75,0.6855942534638835,-0.697982168517643,0.6059035932359517,-0.6023587403993775
76,0.6761580913738368,-0.722930405045127,0.5888169287956254,-0.6446390927350104
