$s$,Pairs,Overall,Coarse,Fine,$p$
0.5,77,0.8571428571428571,0.875,0.8275862068965517,5.269940038830572e-11
0.75,77,0.8571428571428571,0.875,0.8275862068965517,5.269940038830572e-11
1.0,77,0.8051948051948052,0.8837209302325582,0.7058823529411765,3.041624965035394e-08
1.25,77,0.8441558441558441,0.8809523809523809,0.8,2.9588572962144007e-10
1.5,77,0.8181818181818182,0.8717948717948718,0.7631578947368421,7.07036204397304e-09
