metric,observed,perm_mean,perm_sd,p_value
expert_accuracy,0.8051948051948052,0.606051948051948,0.04635687895967874,0.000999000999000999
expert_coarse,0.8837209302325582,0.7891377047874726,0.11970615522048024,0.23276723276723277
expert_fine,0.7058823529411765,0.57719582636042,0.05174046306721161,0.006993006993006993
pos_pearson,0.6872044557131117,0.23273464309926856,0.029054265524714327,0.000999000999000999
neg_pearson,-0.707682339989028,-0.15789485840474368,0.037443833008963597,0.000999000999000999
