review_id,prof_ID,rating,misc_d,amusement_misc,comedy_intensity,funny_score,review
5675,344,4.0,0.64,0.0719128720675224,0.07257578242261567,0.04644850075047403,Dr.Shingle was a great person. Sometimes her lectures were really boring and I\'m a science major but not that bad. She tells really good stories and is corny in a funny way! She is great to talk to and really smart.
8981,1072,5.0,0.65,0.0706460667396397,0.07107992838283175,0.04620195344884064,Dr. Wolf is hilarious! YOU HAVE TO TAKE HIM (unless you are easily offended). He says anything and does anything! He makes you keep a journal but besides that haven\'t done any literature lol. We\'ve read ONE story so far.
10139,718,4.5,0.52,0.084835787916274,0.08565296022176946,0.04453953931532012,I loved this class. She is my favorite teacher ever. I am taking her next semester as well. She is always open for help and gives us more time if we need it. She is a little silly but that is what keeps us laughing. It is my favorite class to go to! :)
12021,1146,5.0,0.65,0.0662267735982755,0.06688541648236178,0.04347552071353516,She is the absolute best teacher ever! I love her! She\'s really funny to! You\'re the best Dr. Mirabella!!!!
14631,1352,4.0,0.68,0.0611447454184991,0.0622754108314631,0.04234727936539491,wayy cool. Funny if you actually listen to what he has to say. actually knows what hes talking about. easy A if you attend class. just sit in the front so you can hear him. I recommend
19425,600,5.0,0.75,0.055227743880513,0.056329115978822966,0.04224683698411723,"Great teacher. Lots of fun. Also, very hot!"
16554,1179,3.0,0.51,0.0790441811507087,0.08175737053438634,0.04169625897253703,"Dr. Brown is BRILLIANT! In fact, he\'s so brilliant I couldn\'t understand a word he said. He is VERY nice and tries hard to help. I don\'t think he understands that most aren\'t on his level. BE RESPECTFUL and by all means, if you\'re using Hurleys 9th Ed, go the extra mile and purchase Hurleys 4th ed. solutions manual. He is SOOO funny! Have fun!"
3685,630,5.0,0.71,0.0577587977930183,0.05814234947038141,0.041281068123970796,Pretty cool. Keeps things to the point mostly. Wanders around a bit but that\'s ok. Funny. Doesn\'t take himself too serious.
1200,1031,4.0,0.69,0.0587011403482197,0.05930255521862223,0.04091876310084934,"Can be dry at times, but a nice guy overall. ""Wizard of Whitmore."" Can be funny. Great attitude. Knows what he\'s doing and teaches very well."
8912,1305,4.0,0.62,0.0649646619253074,0.06567684467544575,0.04071964369877637,you read you\'re ok. he doesnt lecture to much...but it\'s still fun.
17504,736,5.0,0.88,0.0457318901681046,0.0461894945387327,0.040646755194084776,"I love Professor Yager! He\'s so funny, and I learned so much Spanish in one semester. You just have to try hard, because he only ever speaks Spanish even at the 100 level."
8692,145,2.5,0.52,0.0771292782426541,0.07794878526971644,0.04053336834025255,"i had rose for the second semester in a row. last semester i did alright, but i found his presentations recycled for this class which was helpful. he was always around for extra help and he wrote RIGHT back for emails. seriously. reading and homework is extensive, but you only meet once a week. very useful. kind and funny! take him if you can :)"
13497,914,5.0,0.71,0.0549847897619065,0.05541411105748514,0.03934401885081445,"There is something kind of tough about his physical appearance. My friend once said, ""that guy eats glass for breakfast."" I don\'t think it\'s true, but at least it\'s funny. I liked his intro to Greek class. He\'s unbelievably patient with beginners!"
19429,600,4.5,0.71,0.0547530601315693,0.055360734014049715,0.039306121149975295,"one of the best prof\'s at psu beaver. maybe disorganized, but admittedlet so and she isn\'t afraid to laugh at herself. funny, smart, and hot for her age."
17050,442,3.5,0.53,0.0729645790088878,0.07379457976246108,0.039111127274104374,You have to have interest in the subject with Jerry. If you don\'t do your work he will get on your case. If you do what you have to do you\'ll be fine. Also a funny guy and loves if you show a passion for your work.
12650,146,3.5,0.64,0.0036803914331737,0.06076563387019904,0.03889000567692739,I can\'t believe he does not have a hot pepper cuz this instructor is hot stuff. He can teach too. Fun class and funny guy.
7720,108,4.5,0.71,0.0539969603427753,0.054572492546604845,0.03874646970808944,"This guy\'s passion for Shakespeare only furthered my own. He\'s completely fascinated by his subject and teaches with a passion. Totally nice guy, tries to do some hands-on stuff which usually turns out funny :) HIGHLY recommended!!!"
2253,1105,2.5,0.81,0.0464341846375842,0.046659868618863,0.03779449358127904,"I don\'t doubt for a minute most of those posts about his great sense of humor and how a good professor he is, were posted by the same Bender. He uses the projector to show old sheets he probably has been using for the last 20 years. SOM should pride to have a real good professor for this Core class. His jokes were probably funny 20 years ago."
8859,20,4.5,0.66,0.056308012046212,0.05679098650877619,0.037482051095792286,"he was very nice, and definitely helpful, and his sense of humour really grows on you...he was overbearing during the male reproductive unit, but otherwise pretty good...his exams are brutal though"
12758,182,5.0,0.8,0.0465164051376829,0.046792070495218364,0.03743365639617469,I LOVE CAROL! she made me laugh. she tells you exactly what she wants from yuo in papers and that\'s really all she wants! she\'s very straight forward about grading!
1774,553,1.0,0.79,0.0470330084744317,0.04727129860015726,0.03734432589412424,I can not believe this man is still teaching. He is a joke. Don\'t ever ask him a question because he\'ll barely give you an answer and then make you feel like a complete idiot. They need to get him out of there.
18797,556,2.0,0.7,0.052985037278351,0.05329438976954731,0.03730607283868312,"One of those professors who will either love or despise you. If he loves you (i.e. if you tolerate his odd mannerisms + laugh at his jokes to feed his ego) you coast. If not he will ""jokingly"" single you out in class and start arguments with you that end with you looking like a fool. Considers himself brilliant + constantly references his own work."
19353,1093,3.5,0.68,0.0540699266854502,0.05454369840244505,0.037089714913662634,Love this class. All you have to do is show up and listen. the exams are super easy if you come to class. Hes a really funny guy with a unique sense of humor. One of a kind at URI
5336,430,5.0,0.83,0.0429666804326998,0.04324852143644194,0.03589627279224681,"she is a very sweet and kind woman. You can tell that she loves her job, and she makes little jokes at times that are funny but not laugh out loud its 8:00 in the morning i have a hangover funny. But i loved the class and loved the teacher!!!!"
5380,1187,1.0,0.78,0.0449496303714876,0.045818712752629706,0.03573859594705117,"are you kidding me, this guy is a prick. he busted me for plagiarism, after i asked him to look over my paper. his class is so boring and a lot of notes. this guys sucks, these people dont know what they are talking about."
4305,1069,5.0,0.75,0.0455529175945824,0.04606862826067161,0.03455147119550371,"He\'s a very nice man. And he always helps you on your tests. He tries to tell funny stories, but sexual ones make him blush. He\'s one of those cool grandpa types."
92,769,2.5,0.64,0.0521660753246067,0.0532128086715865,0.03405619754981536,Very tough...not funny. But I learned Alot! Overall not bad.
12186,1328,1.0,0.57,0.0012672450339214,0.0597124140580031,0.034036076013061765,Hasn\'t mastered basice grammar and spelling herself. Unbelievable that she was hired. Unfair grading and very defensive personality. Avoid this professor.
18215,711,3.5,0.78,0.0428017925659815,0.04309992897335149,0.03361794459921417,"Kathy is awesome. She\'s funny in a dorky way. She makes sure you get it. I learned so much from this class. If you are interested in photography, I highly recommend her!"
10240,741,5.0,0.61,0.0352179133741303,0.05508507865203205,0.03360189797773955,"He\'s a Silver Fox with a side of Awesome Sauce! He has a gazillion lines of Shakespeare memorized so every class starts with a performance, sometimes with props and costumes. Really cool and really fun. And you\'ll learn tons. Just don\'t let him catch you staring at his eyes or his hair or his everything. You\'ll blush and it will be awkward."
14576,1373,2.0,0.6,0.0026666822480537,0.05534466471596065,0.03320679882957639,His lectures put me to sleep. He needs to be a little bit more exciting ...
14856,296,5.0,0.67,0.0483412375222488,0.04927104448287957,0.033011599803529315,Alsop is the g.o.d. of bio at queens. he is very fair and a lot of fun to work with. i wish every professor had the enthusiasm of this guy.
5553,180,5.0,0.71,0.0459799212740066,0.04638637745661767,0.03293432799419854,"Awesomely easy to understand, she\'s good at making you understand. She says things to grab your attention. She\'s funny, and easy to work with! I would recommend her to anyone!! She my favorite so far.."
8343,1277,4.5,0.51,0.0636935451898013,0.06442848824456279,0.03285852900472702,Helpful helpful helpful! This is the guy you want if you are fearing math. I was dreading math but Hu tells you on Day 1 that he has study sessions. Saved my tail! It doesn\'t mean he\'s easy. It\'s college math: it\'s not supposed to be. But in the study sessions he works 1on1 with you til you get it. And he\'s very funny too! He makes class enjoyable.
5937,61,1.0,0.57,0.0026687065385759,0.05718210335372578,0.03259379891162369,"wow... i do not recomend this class with this professor. i speant half my time trying to figure out what hes saying, and the other half screaming at him. no words can explain this class."
8382,1014,4.0,0.5,0.0634158528986142,0.06441503967886092,0.03220751983943046,Not a bad choice for EC 110. He has dry humor. I made an A- in his class and studied a day or two before the test. I\'m not very smart either.
18090,618,5.0,0.59,0.0509045918924384,0.05445121334092959,0.03212621587114846,"He was recommended to me by my friends. They were right. A very interesting class and teacher. Many interesting and funny stories. A nice guy, but you have to study. One of the best."
